request_id,source_system,department,section_id,corridor_slot,chainage_start,chainage_end,requested_window_start,requested_window_end,required_duration_minutes,work_type,asset_id,asset_type,asset_age_years,last_maintenance_days_ago,past_breakdown_count,gross_million_tonnes,condition_score,urgency_category,requires_power_block,requires_traffic_block,status
REQ-20260917-ENG-0030,TMS,ENG,SEC-GZB-ALJN,SLOT_NIGHT,80.86,83.38,2026-09-17T01:00:00,2026-09-17T04:00:00,151,Track Tamping (BCM/CSM Machine),ENG-TRK-GZB-ALJN-0058,Ballast & Sleeper Bed,5.7,77,1,36.0,8.5,MEDIUM,False,True,PENDING
REQ-20260917-ST-0022,SMMS,S&T,SEC-GZB-MB,SLOT_NIGHT,55.97,56.16,2026-09-17T01:00:00,2026-09-17T04:30:00,83,Level Crossing Interlocking Gate Inspection,SNT-SIG-GZB-MB-0033,Interlocked LC Gate Mechanism,7.7,221,1,58.1,5.5,MEDIUM,False,True,PENDING
REQ-20260917-TRD-0033,COA,TRD,SEC-NDLS-TKJ,SLOT_NIGHT,0.54,0.97,2026-09-17T01:00:00,2026-09-17T04:00:00,88,Section Insulator & Isolator Switch Servicing,TRD-OHE-NDLS-TKJ-0031,OHE Track Section Isolator,7.1,73,0,24.4,6.3,LOW,True,True,PENDING
REQ-20260917-TRD-0034,COA,TRD,SEC-ALJN-TDL,SLOT_EARLY_MORN,162.19,164.31,2026-09-17T04:30:00,2026-09-17T07:30:00,165,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-ALJN-TDL-0036,Tension Spring / Regulating Equipment,6.1,108,0,36.1,8.7,MEDIUM,True,True,PENDING
REQ-20260917-TRD-0035,TDMS,TRD,SEC-CNB-PRYJ,SLOT_EARLY_MORN,525.88,528.25,2026-09-17T04:30:00,2026-09-17T08:00:00,65,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-CNB-PRYJ-0046,Post & Tension Insulators,6.5,65,0,28.3,7.0,LOW,True,True,PENDING
REQ-20260917-ENG-0031,TMS,ENG,SEC-GZB-ALJN,SLOT_EARLY_MORN,116.31,116.92,2026-09-17T04:30:00,2026-09-17T08:00:00,112,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-GZB-ALJN-0049,Rail Joint / Fishplate,14.5,163,3,66.0,5.1,HIGH,False,True,PENDING
REQ-20260917-ENG-0032,TMS,ENG,SEC-NDLS-TKJ,SLOT_EARLY_MORN,2.52,2.82,2026-09-17T04:30:00,2026-09-17T08:00:00,113,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-NDLS-TKJ-0048,SEJ Assembly,10.1,207,1,42.1,5.2,MEDIUM,False,True,PENDING
REQ-20260917-ENG-0033,TMS,ENG,SEC-PRYJ-DDU,SLOT_EARLY_MORN,710.17,710.41,2026-09-17T04:30:00,2026-09-17T07:45:00,133,Turnout & Switch Crossing Renewal,ENG-TRK-PRYJ-DDU-0011,Turnout Assembly,0.9,35,0,12.0,9.7,LOW,False,True,PENDING
REQ-20260917-TRD-0036,TDMS,TRD,SEC-TDL-CNB,SLOT_EARLY_MORN,374.55,375.71,2026-09-17T04:30:00,2026-09-17T08:00:00,123,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-TDL-CNB-0071,Tension Spring / Regulating Equipment,1.7,98,0,45.2,9.4,MEDIUM,True,True,PENDING
REQ-20260917-ENG-0034,TMS,ENG,SEC-ALJN-TDL,SLOT_EARLY_MORN,147.01,147.59,2026-09-17T04:45:00,2026-09-17T07:30:00,128,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-ALJN-TDL-0036,Rail Joint / Fishplate,18.3,241,5,114.9,2.7,CRITICAL,False,True,PENDING
REQ-20260917-ENG-0035,TMS,ENG,SEC-CNB-PRYJ,SLOT_EARLY_MORN,618.64,619.13,2026-09-17T04:45:00,2026-09-17T08:00:00,162,Turnout & Switch Crossing Renewal,ENG-TRK-CNB-PRYJ-0047,Turnout Assembly,21.5,279,6,114.3,2.8,CRITICAL,False,True,PENDING
REQ-20260917-ST-0023,SMMS,S&T,SEC-NDLS-TKJ,SLOT_EARLY_MORN,0.35,0.91,2026-09-17T04:45:00,2026-09-17T08:00:00,85,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-NDLS-TKJ-0072,Underground Signaling Cable,8.2,148,3,70.6,3.6,HIGH,False,False,PENDING
REQ-20260917-ENG-0036,TMS,ENG,SEC-NDLS-TKJ,SLOT_EARLY_MORN,1.59,2.91,2026-09-17T04:45:00,2026-09-17T07:30:00,128,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-NDLS-TKJ-0084,Rail Joint / Fishplate,6.7,69,0,30.2,7.1,LOW,False,True,PENDING
REQ-20260917-TRD-0037,TDMS,TRD,SEC-PRYJ-DDU,SLOT_EARLY_MORN,710.54,711.69,2026-09-17T04:45:00,2026-09-17T07:30:00,143,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-PRYJ-DDU-0007,Tension Spring / Regulating Equipment,23.7,246,5,97.1,1.9,CRITICAL,True,True,PENDING
REQ-20260917-ENG-0037,TMS,ENG,SEC-TDL-CNB,SLOT_EARLY_MORN,421.83,423.72,2026-09-17T04:45:00,2026-09-17T08:00:00,133,Ballast Regulating & Track Dressing,ENG-TRK-TDL-CNB-0046,Ballast Track,14.3,231,1,68.9,5.4,MEDIUM,False,True,PENDING
REQ-20260917-TRD-0038,TDMS,TRD,SEC-ALJN-TDL,SLOT_EARLY_MORN,147.58,149.66,2026-09-17T05:00:00,2026-09-17T07:45:00,122,OHE Annual Overhaul & Contact Wire Inspection,TRD-OHE-ALJN-TDL-0028,OHE Contact & Catenary Wire,20.8,262,6,96.1,1.7,CRITICAL,True,True,PENDING
REQ-20260917-ST-0024,SMMS,S&T,SEC-ALJN-TDL,SLOT_EARLY_MORN,199.78,199.89,2026-09-17T05:00:00,2026-09-17T07:30:00,81,Point Machine Overhaul & Lubrication,SNT-SIG-ALJN-TDL-0049,Electric Point Machine,7.4,93,0,44.7,6.6,MEDIUM,False,True,PENDING
REQ-20260917-ENG-0038,TMS,ENG,SEC-GZB-MB,SLOT_EARLY_MORN,63.05,64.68,2026-09-17T05:00:00,2026-09-17T07:30:00,135,Track Tamping (BCM/CSM Machine),ENG-TRK-GZB-MB-0050,Ballast & Sleeper Bed,23.0,318,5,132.8,1.9,CRITICAL,False,True,PENDING
REQ-20260917-ST-0025,COA,S&T,SEC-PRYJ-DDU,SLOT_EARLY_MORN,739.3,739.44,2026-09-17T05:00:00,2026-09-17T07:30:00,50,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-PRYJ-DDU-0039,Color Light Signal Post,17.3,241,4,108.2,2.6,CRITICAL,False,False,PENDING
REQ-20260917-ST-0026,SMMS,S&T,SEC-NDLS-TKJ,SLOT_MIDDAY,1.59,1.96,2026-09-17T11:30:00,2026-09-17T14:30:00,120,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-NDLS-TKJ-0037,Solid State Interlocking Unit,6.4,103,1,44.2,9.4,MEDIUM,False,True,PENDING
REQ-20260917-ST-0027,SMMS,S&T,SEC-TKJ-GZB,SLOT_MIDDAY,18.25,19.2,2026-09-17T11:30:00,2026-09-17T14:30:00,88,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-TKJ-GZB-0055,Underground Signaling Cable,12.5,144,3,57.6,5.3,HIGH,False,False,PENDING
REQ-20260917-ENG-0039,TMS,ENG,SEC-GZB-MB,SLOT_MIDDAY,159.9,161.24,2026-09-17T11:45:00,2026-09-17T14:45:00,165,Deep Ballast Screening,ENG-TRK-GZB-MB-0076,Ballast Cushion,6.5,45,0,16.3,8.0,LOW,True,True,PENDING
REQ-20260917-ST-0028,SMMS,S&T,SEC-GZB-ALJN,SLOT_MIDDAY,116.3,117.07,2026-09-17T12:00:00,2026-09-17T14:30:00,134,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-GZB-ALJN-0065,Solid State Interlocking Unit,7.8,61,0,17.0,9.3,LOW,False,True,PENDING
REQ-20260917-ST-0029,SMMS,S&T,SEC-GZB-MB,SLOT_MIDDAY,105.21,105.34,2026-09-17T12:00:00,2026-09-17T14:45:00,70,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-GZB-MB-0066,Color Light Signal Post,3.4,102,0,29.9,9.8,MEDIUM,False,False,PENDING
REQ-20260917-ENG-0040,COA,ENG,SEC-GZB-MB,SLOT_AFTERNOON,43.91,44.61,2026-09-17T15:00:00,2026-09-17T18:15:00,101,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-GZB-MB-0067,Rail Joint / Fishplate,21.0,223,5,87.9,3.3,CRITICAL,False,True,PENDING
REQ-20260917-TRD-0039,TDMS,TRD,SEC-NDLS-TKJ,SLOT_AFTERNOON,3.16,3.44,2026-09-17T15:00:00,2026-09-17T18:30:00,102,Section Insulator & Isolator Switch Servicing,TRD-OHE-NDLS-TKJ-0060,OHE Track Section Isolator,3.7,51,0,31.0,7.8,LOW,True,True,PENDING
REQ-20260917-ENG-0041,TMS,ENG,SEC-ALJN-TDL,SLOT_AFTERNOON,181.92,182.17,2026-09-17T15:15:00,2026-09-17T18:00:00,144,Turnout & Switch Crossing Renewal,ENG-TRK-ALJN-TDL-0075,Turnout Assembly,1.4,83,0,17.8,6.6,LOW,False,True,PENDING
REQ-20260917-ST-0030,SMMS,S&T,SEC-ALJN-TDL,SLOT_AFTERNOON,190.79,191.1,2026-09-17T15:15:00,2026-09-17T18:00:00,110,Point Machine Overhaul & Lubrication,SNT-SIG-ALJN-TDL-0026,Electric Point Machine,7.8,34,0,26.8,8.5,LOW,False,True,PENDING
REQ-20260917-ENG-0042,TMS,ENG,SEC-GZB-ALJN,SLOT_AFTERNOON,49.48,51.21,2026-09-17T15:30:00,2026-09-17T18:30:00,162,Track Tamping (BCM/CSM Machine),ENG-TRK-GZB-ALJN-0045,Ballast & Sleeper Bed,5.7,23,0,28.6,9.6,LOW,False,True,PENDING
REQ-20260918-TRD-0040,TDMS,TRD,SEC-GZB-ALJN,SLOT_NIGHT,91.35,92.56,2026-09-18T00:30:00,2026-09-18T04:30:00,167,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-GZB-ALJN-0048,Tension Spring / Regulating Equipment,9.2,238,2,45.2,5.2,HIGH,True,True,PENDING
REQ-20260918-ST-0031,SMMS,S&T,SEC-NDLS-TKJ,SLOT_NIGHT,2.4,2.62,2026-09-18T00:30:00,2026-09-18T04:15:00,70,Level Crossing Interlocking Gate Inspection,SNT-SIG-NDLS-TKJ-0032,Interlocked LC Gate Mechanism,22.0,264,3,75.8,1.5,CRITICAL,False,True,PENDING
REQ-20260918-ENG-0043,TMS,ENG,SEC-TDL-CNB,SLOT_NIGHT,274.02,275.03,2026-09-18T00:30:00,2026-09-18T04:30:00,196,Deep Ballast Screening,ENG-TRK-TDL-CNB-0053,Ballast Cushion,20.0,308,5,85.0,1.5,CRITICAL,True,True,PENDING
REQ-20260918-ENG-0044,TMS,ENG,SEC-TDL-CNB,SLOT_NIGHT,432.02,433.88,2026-09-18T00:30:00,2026-09-18T04:00:00,108,Ballast Regulating & Track Dressing,ENG-TRK-TDL-CNB-0064,Ballast Track,15.0,218,1,55.1,4.7,HIGH,False,True,PENDING
REQ-20260918-ST-0032,SMMS,S&T,SEC-TKJ-GZB,SLOT_NIGHT,21.29,21.4,2026-09-18T00:30:00,2026-09-18T04:00:00,50,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-TKJ-GZB-0042,Color Light Signal Post,2.7,88,0,30.9,8.1,LOW,False,False,PENDING
REQ-20260918-ST-0033,SMMS,S&T,SEC-NDLS-TKJ,SLOT_NIGHT,3.21,3.44,2026-09-18T00:45:00,2026-09-18T04:00:00,60,Level Crossing Interlocking Gate Inspection,SNT-SIG-NDLS-TKJ-0051,Interlocked LC Gate Mechanism,24.3,262,5,84.4,3.0,CRITICAL,False,True,PENDING
REQ-20260918-TRD-0041,TDMS,TRD,SEC-PRYJ-DDU,SLOT_EARLY_MORN,748.03,752.48,2026-09-18T04:30:00,2026-09-18T07:45:00,93,Tower Wagon Foot Patrolling & Current Collection Test,TRD-OHE-PRYJ-DDU-0056,Overhead Traction Line,5.7,29,0,31.3,6.5,LOW,True,True,PENDING
REQ-20260918-ENG-0045,TMS,ENG,SEC-TKJ-GZB,SLOT_EARLY_MORN,8.01,9.24,2026-09-18T04:30:00,2026-09-18T08:00:00,109,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-TKJ-GZB-0082,Rail Joint / Fishplate,2.6,75,0,47.0,6.9,LOW,False,True,PENDING
REQ-20260918-TRD-0042,TDMS,TRD,SEC-NDLS-TKJ,SLOT_EARLY_MORN,1.87,2.98,2026-09-18T04:45:00,2026-09-18T07:45:00,129,Cantilever Assembly & Dropper Adjustment,TRD-OHE-NDLS-TKJ-0035,Cantilever Mast Assembly,1.1,117,0,40.1,7.8,MEDIUM,True,True,PENDING
REQ-20260918-TRD-0043,TDMS,TRD,SEC-TDL-CNB,SLOT_EARLY_MORN,360.76,363.37,2026-09-18T04:45:00,2026-09-18T07:45:00,64,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-TDL-CNB-0065,Post & Tension Insulators,10.7,212,2,52.2,3.8,HIGH,True,True,PENDING
REQ-20260918-TRD-0044,TDMS,TRD,SEC-GZB-ALJN,SLOT_MIDDAY,43.31,45.18,2026-09-18T11:30:00,2026-09-18T14:45:00,132,Cantilever Assembly & Dropper Adjustment,TRD-OHE-GZB-ALJN-0004,Cantilever Mast Assembly,11.5,235,1,48.1,5.7,MEDIUM,True,True,PENDING
REQ-20260918-TRD-0045,TDMS,TRD,SEC-NDLS-TKJ,SLOT_MIDDAY,0.5,1.54,2026-09-18T11:30:00,2026-09-18T14:45:00,131,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-NDLS-TKJ-0017,Tension Spring / Regulating Equipment,7.7,23,0,44.9,9.0,LOW,True,True,PENDING
REQ-20260918-ENG-0046,COA,ENG,SEC-GZB-ALJN,SLOT_MIDDAY,43.97,44.54,2026-09-18T11:45:00,2026-09-18T15:00:00,150,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-GZB-ALJN-0006,Rail Joint / Fishplate,7.8,178,1,56.6,4.4,HIGH,False,True,PENDING
REQ-20260918-TRD-0046,COA,TRD,SEC-PRYJ-DDU,SLOT_MIDDAY,632.17,633.34,2026-09-18T11:45:00,2026-09-18T15:00:00,171,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-PRYJ-DDU-0049,Tension Spring / Regulating Equipment,6.1,46,0,34.5,8.0,LOW,True,True,PENDING
REQ-20260918-ENG-0047,TMS,ENG,SEC-NDLS-TKJ,SLOT_MIDDAY,0.77,1.25,2026-09-18T12:00:00,2026-09-18T15:00:00,145,Turnout & Switch Crossing Renewal,ENG-TRK-NDLS-TKJ-0023,Turnout Assembly,2.2,84,0,21.3,6.3,LOW,True,True,PENDING
REQ-20260918-ST-0034,COA,S&T,SEC-PRYJ-DDU,SLOT_MIDDAY,747.76,749.18,2026-09-18T12:00:00,2026-09-18T15:00:00,106,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-PRYJ-DDU-0010,Underground Signaling Cable,10.1,227,3,79.5,6.1,HIGH,False,False,PENDING
REQ-20260918-ENG-0048,TMS,ENG,SEC-PRYJ-DDU,SLOT_MIDDAY,747.85,750.29,2026-09-18T12:00:00,2026-09-18T15:00:00,113,Ballast Regulating & Track Dressing,ENG-TRK-PRYJ-DDU-0015,Ballast Track,21.9,298,3,87.3,3.5,CRITICAL,False,True,PENDING
REQ-20260918-ST-0035,SMMS,S&T,SEC-TKJ-GZB,SLOT_MIDDAY,17.32,18.19,2026-09-18T12:00:00,2026-09-18T14:30:00,123,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-TKJ-GZB-0046,Solid State Interlocking Unit,15.7,138,3,52.6,3.7,HIGH,False,True,PENDING
REQ-20260918-ENG-0049,TMS,ENG,SEC-NDLS-TKJ,SLOT_AFTERNOON,1.11,2.71,2026-09-18T15:00:00,2026-09-18T18:30:00,176,Through Rail Renewal (TRR),ENG-TRK-NDLS-TKJ-0016,Continuous Welded Rail,14.6,172,3,80.3,4.8,HIGH,True,True,PENDING
REQ-20260918-TRD-0047,TDMS,TRD,SEC-PRYJ-DDU,SLOT_AFTERNOON,753.2,755.35,2026-09-18T15:00:00,2026-09-18T18:30:00,140,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-PRYJ-DDU-0063,Tension Spring / Regulating Equipment,4.4,96,0,14.8,8.3,MEDIUM,True,True,PENDING
REQ-20260918-TRD-0048,TDMS,TRD,SEC-ALJN-TDL,SLOT_AFTERNOON,152.07,152.29,2026-09-18T15:15:00,2026-09-18T18:00:00,92,Section Insulator & Isolator Switch Servicing,TRD-OHE-ALJN-TDL-0009,OHE Track Section Isolator,15.7,150,2,51.7,4.4,HIGH,True,True,PENDING
REQ-20260918-ST-0036,SMMS,S&T,SEC-GZB-ALJN,SLOT_AFTERNOON,89.23,89.35,2026-09-18T15:15:00,2026-09-18T18:00:00,65,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-GZB-ALJN-0060,Color Light Signal Post,5.8,109,0,29.2,7.1,MEDIUM,False,False,PENDING
REQ-20260918-ST-0037,SMMS,S&T,SEC-GZB-ALJN,SLOT_AFTERNOON,104.26,105.41,2026-09-18T15:15:00,2026-09-18T18:15:00,78,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-GZB-ALJN-0068,Underground Signaling Cable,1.8,113,0,17.9,6.9,MEDIUM,False,False,PENDING
REQ-20260918-ENG-0050,TMS,ENG,SEC-GZB-MB,SLOT_AFTERNOON,54.38,57.81,2026-09-18T15:15:00,2026-09-18T18:30:00,151,Track Tamping (BCM/CSM Machine),ENG-TRK-GZB-MB-0072,Ballast & Sleeper Bed,10.7,188,2,83.4,4.1,HIGH,False,True,PENDING
REQ-20260918-ENG-0051,TMS,ENG,SEC-ALJN-TDL,SLOT_AFTERNOON,151.63,151.9,2026-09-18T15:30:00,2026-09-18T18:30:00,85,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-ALJN-TDL-0013,SEJ Assembly,9.4,135,1,47.1,5.4,MEDIUM,False,True,PENDING
REQ-20260918-ST-0038,SMMS,S&T,SEC-NDLS-TKJ,SLOT_AFTERNOON,1.59,1.76,2026-09-18T15:30:00,2026-09-18T18:00:00,64,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-NDLS-TKJ-0011,Color Light Signal Post,5.8,20,0,44.5,6.8,LOW,False,False,PENDING
REQ-20260918-ST-0039,COA,S&T,SEC-PRYJ-DDU,SLOT_AFTERNOON,776.4,776.52,2026-09-18T15:30:00,2026-09-18T18:30:00,80,Level Crossing Interlocking Gate Inspection,SNT-SIG-PRYJ-DDU-0075,Interlocked LC Gate Mechanism,7.8,65,0,37.7,7.2,LOW,False,True,PENDING
REQ-20260919-ST-0040,SMMS,S&T,SEC-ALJN-TDL,SLOT_NIGHT,195.0,195.19,2026-09-19T00:30:00,2026-09-19T04:30:00,74,Digital Axle Counter (DAC) Sensor Calibration,SNT-SIG-ALJN-TDL-0004,Axle Counter Detection Point,1.0,66,0,33.1,8.2,LOW,False,True,PENDING
REQ-20260919-ST-0041,SMMS,S&T,SEC-CNB-PRYJ,SLOT_NIGHT,436.22,436.45,2026-09-19T00:30:00,2026-09-19T04:00:00,81,Digital Axle Counter (DAC) Sensor Calibration,SNT-SIG-CNB-PRYJ-0001,Axle Counter Detection Point,15.2,255,3,75.7,3.1,CRITICAL,False,True,PENDING
REQ-20260919-ENG-0052,TMS,ENG,SEC-CNB-PRYJ,SLOT_NIGHT,436.23,438.49,2026-09-19T00:30:00,2026-09-19T04:15:00,94,Ballast Regulating & Track Dressing,ENG-TRK-CNB-PRYJ-0001,Ballast Track,1.7,120,0,38.1,9.6,MEDIUM,False,True,PENDING
REQ-20260919-ENG-0053,TMS,ENG,SEC-PRYJ-DDU,SLOT_NIGHT,753.74,756.51,2026-09-19T00:30:00,2026-09-19T04:30:00,171,Track Tamping (BCM/CSM Machine),ENG-TRK-PRYJ-DDU-0010,Ballast & Sleeper Bed,21.0,239,3,134.8,1.7,CRITICAL,False,True,PENDING
REQ-20260919-ENG-0054,TMS,ENG,SEC-ALJN-TDL,SLOT_NIGHT,194.51,196.51,2026-09-19T00:45:00,2026-09-19T04:15:00,184,Deep Ballast Screening,ENG-TRK-ALJN-TDL-0007,Ballast Cushion,6.6,26,0,43.5,7.5,LOW,False,True,PENDING
REQ-20260919-ST-0042,SMMS,S&T,SEC-PRYJ-DDU,SLOT_NIGHT,742.74,743.11,2026-09-19T00:45:00,2026-09-19T04:30:00,98,Point Machine Overhaul & Lubrication,SNT-SIG-PRYJ-DDU-0031,Electric Point Machine,8.5,193,2,77.0,4.6,HIGH,False,True,PENDING
REQ-20260919-ST-0043,SMMS,S&T,SEC-PRYJ-DDU,SLOT_NIGHT,753.21,754.69,2026-09-19T00:45:00,2026-09-19T04:00:00,105,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-PRYJ-DDU-0007,Underground Signaling Cable,22.2,264,5,87.9,1.6,CRITICAL,False,False,PENDING
REQ-20260919-TRD-0049,COA,TRD,SEC-TDL-CNB,SLOT_NIGHT,227.12,228.31,2026-09-19T00:45:00,2026-09-19T04:15:00,155,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-TDL-CNB-0066,Tension Spring / Regulating Equipment,15.0,124,3,67.9,4.2,HIGH,True,True,PENDING
REQ-20260919-ENG-0055,TMS,ENG,SEC-GZB-ALJN,SLOT_NIGHT,53.78,54.01,2026-09-19T01:00:00,2026-09-19T04:15:00,91,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-GZB-ALJN-0052,SEJ Assembly,10.7,190,2,42.7,4.3,HIGH,False,True,PENDING
REQ-20260919-ST-0044,SMMS,S&T,SEC-PRYJ-DDU,SLOT_NIGHT,752.41,753.02,2026-09-19T01:00:00,2026-09-19T04:30:00,110,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-PRYJ-DDU-0043,Solid State Interlocking Unit,16.4,354,4,112.8,3.0,CRITICAL,False,True,PENDING
REQ-20260919-TRD-0050,TDMS,TRD,SEC-PRYJ-DDU,SLOT_NIGHT,753.84,755.62,2026-09-19T01:00:00,2026-09-19T04:30:00,154,OHE Annual Overhaul & Contact Wire Inspection,TRD-OHE-PRYJ-DDU-0006,OHE Contact & Catenary Wire,7.9,115,0,30.2,9.0,MEDIUM,True,True,PENDING
REQ-20260919-ENG-0056,TMS,ENG,SEC-GZB-MB,SLOT_EARLY_MORN,110.32,111.15,2026-09-19T04:30:00,2026-09-19T07:45:00,129,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-GZB-MB-0074,Rail Joint / Fishplate,12.1,161,2,52.2,3.7,HIGH,False,True,PENDING
REQ-20260919-TRD-0051,TDMS,TRD,SEC-ALJN-TDL,SLOT_EARLY_MORN,136.82,137.07,2026-09-19T04:45:00,2026-09-19T07:30:00,133,Neutral Section & Phase Break Maintenance,TRD-OHE-ALJN-TDL-0037,PTFE Neutral Section,1.0,118,0,14.2,9.8,MEDIUM,True,True,PENDING
REQ-20260919-ST-0045,SMMS,S&T,SEC-GZB-MB,SLOT_EARLY_MORN,153.01,153.56,2026-09-19T04:45:00,2026-09-19T07:45:00,139,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-GZB-MB-0044,Solid State Interlocking Unit,6.3,44,0,15.8,8.6,LOW,False,True,PENDING
REQ-20260919-ST-0046,SMMS,S&T,SEC-NDLS-TKJ,SLOT_EARLY_MORN,0.95,1.16,2026-09-19T04:45:00,2026-09-19T07:30:00,88,Point Machine Overhaul & Lubrication,SNT-SIG-NDLS-TKJ-0064,Electric Point Machine,14.3,237,3,42.5,6.2,HIGH,False,True,PENDING
REQ-20260919-ST-0047,COA,S&T,SEC-PRYJ-DDU,SLOT_EARLY_MORN,667.87,668.44,2026-09-19T04:45:00,2026-09-19T07:30:00,95,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-PRYJ-DDU-0078,Solid State Interlocking Unit,14.6,222,2,56.0,5.8,HIGH,False,True,PENDING
REQ-20260919-ENG-0057,TMS,ENG,SEC-PRYJ-DDU,SLOT_EARLY_MORN,670.89,672.25,2026-09-19T04:45:00,2026-09-19T07:45:00,149,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-PRYJ-DDU-0040,Rail Joint / Fishplate,2.1,90,0,40.0,7.6,LOW,False,True,PENDING
REQ-20260919-ST-0048,SMMS,S&T,SEC-GZB-ALJN,SLOT_EARLY_MORN,57.77,58.15,2026-09-19T05:00:00,2026-09-19T07:30:00,102,Point Machine Overhaul & Lubrication,SNT-SIG-GZB-ALJN-0045,Electric Point Machine,5.9,60,0,33.4,8.3,LOW,False,True,PENDING
REQ-20260919-ENG-0058,TMS,ENG,SEC-GZB-MB,SLOT_MIDDAY,160.95,162.65,2026-09-19T11:30:00,2026-09-19T14:30:00,152,Through Rail Renewal (TRR),ENG-TRK-GZB-MB-0069,Continuous Welded Rail,15.9,232,2,64.4,4.1,HIGH,False,True,PENDING
REQ-20260919-ENG-0059,COA,ENG,SEC-TDL-CNB,SLOT_MIDDAY,399.08,399.34,2026-09-19T11:30:00,2026-09-19T15:00:00,107,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-TDL-CNB-0012,SEJ Assembly,21.2,225,6,75.0,3.3,CRITICAL,False,True,PENDING
REQ-20260919-ST-0049,SMMS,S&T,SEC-TKJ-GZB,SLOT_MIDDAY,9.46,9.58,2026-09-19T11:30:00,2026-09-19T14:45:00,87,Level Crossing Interlocking Gate Inspection,SNT-SIG-TKJ-GZB-0038,Interlocked LC Gate Mechanism,8.2,211,1,81.3,5.8,MEDIUM,False,True,PENDING
REQ-20260919-TRD-0052,TDMS,TRD,SEC-TKJ-GZB,SLOT_MIDDAY,15.51,15.73,2026-09-19T11:30:00,2026-09-19T14:30:00,147,Neutral Section & Phase Break Maintenance,TRD-OHE-TKJ-GZB-0075,PTFE Neutral Section,7.2,195,3,81.3,5.6,HIGH,True,True,PENDING
REQ-20260919-ENG-0060,TMS,ENG,SEC-GZB-ALJN,SLOT_MIDDAY,34.91,35.62,2026-09-19T11:45:00,2026-09-19T15:00:00,146,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-GZB-ALJN-0008,Rail Joint / Fishplate,7.0,24,0,47.8,7.7,LOW,False,True,PENDING
REQ-20260919-TRD-0053,TDMS,TRD,SEC-GZB-MB,SLOT_MIDDAY,91.67,93.5,2026-09-19T11:45:00,2026-09-19T15:00:00,89,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-GZB-MB-0034,Post & Tension Insulators,17.6,254,4,118.9,2.2,CRITICAL,True,True,PENDING
REQ-20260919-ENG-0061,TMS,ENG,SEC-PRYJ-DDU,SLOT_MIDDAY,704.31,706.24,2026-09-19T11:45:00,2026-09-19T15:00:00,180,Deep Ballast Screening,ENG-TRK-PRYJ-DDU-0039,Ballast Cushion,4.3,55,0,48.8,8.7,LOW,True,True,PENDING
REQ-20260919-TRD-0054,TDMS,TRD,SEC-TDL-CNB,SLOT_MIDDAY,399.07,400.23,2026-09-19T11:45:00,2026-09-19T15:00:00,132,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-TDL-CNB-0008,Tension Spring / Regulating Equipment,2.4,90,0,26.4,8.9,LOW,True,True,PENDING
